pair_index	drugbank_pair_group	drug_a_drugbank_id	drug_b_drugbank_id	drug_a_split	drug_b_split	split	unseen_drug_count
65212	DB00661|DB04868	DB00661	DB04868	validation	training	validation	1
65213	DB00661|DB08904	DB00661	DB08904	validation	training	validation	1
65214	DB00661|DB06207	DB00661	DB06207	validation	training	validation	1
65215	DB00661|DB06700	DB00661	DB06700	validation	validation	validation	2
65216	DB00413|DB00661	DB00661	DB00413	validation	training	validation	1
65217	DB00661|DB06702	DB00661	DB06702	validation	training	validation	1
65218	DB00661|DB05332	DB00661	DB05332	validation	training	validation	1
65219	DB00661|DB05351	DB00661	DB05351	validation	test	test	1
65220	DB00062|DB00661	DB00661	DB00062	validation	training	validation	1
65221	DB00661|DB05679	DB00661	DB05679	validation	validation	validation	2
65222	DB00661|DB08860	DB00661	DB08860	validation	test	test	1
65223	DB00661|DB06637	DB00661	DB06637	validation	validation	validation	2
65224	DB00661|DB06643	DB00661	DB06643	validation	test	test	1
65225	DB00169|DB00661	DB00661	DB00169	validation	test	test	1
65226	DB00661|DB08880	DB00661	DB08880	validation	training	validation	1
65227	DB00661|DB04932	DB00661	DB04932	validation	validation	validation	2
65228	DB00661|DB08895	DB00661	DB08895	validation	training	validation	1
65229	DB00661|DB15955	DB00661	DB15955	validation	training	validation	1
65230	DB00661|DB06605	DB00661	DB06605	validation	validation	validation	2
65231	DB00661|DB08908	DB00661	DB08908	validation	validation	validation	2
65232	DB00661|DB14726	DB00661	DB14726	validation	training	validation	1
65233	DB00661|DB00798	DB00661	DB00798	validation	test	test	1
65234	DB00661|DB18001	DB00661	DB18001	validation	training	validation	1
65235	DB00194|DB00316	DB00194	DB00316	training	training	training	0
65236	DB00194|DB00787	DB00194	DB00787	training	training	training	0
65237	DB00194|DB00437	DB00194	DB00437	training	training	training	0
65238	DB00194|DB00945	DB00194	DB00945	training	test	test	1
65239	DB00194|DB00443	DB00194	DB00443	training	training	training	0
65240	DB00091|DB00194	DB00194	DB00091	training	test	test	1
65241	DB00194|DB01234	DB00194	DB01234	training	training	training	0
65242	DB00194|DB00586	DB00194	DB00586	training	training	training	0
65243	DB00194|DB00584	DB00194	DB00584	training	training	training	0
65244	DB00194|DB00927	DB00194	DB00927	training	test	test	1
65245	DB00194|DB00196	DB00194	DB00196	training	training	training	0
65246	DB00194|DB01544	DB00194	DB01544	training	training	training	0
65247	DB00194|DB00695	DB00194	DB00695	training	validation	validation	1
65248	DB00194|DB01004	DB00194	DB01004	training	validation	validation	1
65249	DB00194|DB00741	DB00194	DB00741	training	validation	validation	1
65250	DB00194|DB01377	DB00194	DB01377	training	training	training	0
65251	DB00194|DB00563	DB00194	DB00563	training	test	test	1
65252	DB00194|DB00959	DB00194	DB00959	training	training	training	0
65253	DB00194|DB01115	DB00194	DB01115	training	test	test	1
65254	DB00194|DB00497	DB00194	DB00497	training	training	training	0
65255	DB00194|DB00860	DB00194	DB00860	training	training	training	0
65256	DB00115|DB00194	DB00194	DB00115	training	test	test	1
65257	DB00194|DB01436	DB00194	DB01436	training	validation	validation	1
65258	DB00194|DB00448	DB00194	DB00448	training	validation	validation	1
65259	DB00194|DB00381	DB00194	DB00381	training	training	training	0
65260	DB00194|DB09017	DB00194	DB09017	training	training	training	0
65261	DB00194|DB01136	DB00194	DB01136	training	test	test	1
65262	DB00194|DB00222	DB00194	DB00222	training	training	training	0
65263	DB00194|DB09212	DB00194	DB09212	training	training	training	0
65264	DB00194|DB03614	DB00194	DB03614	training	training	training	0
65265	DB00194|DB09220	DB00194	DB09220	training	training	training	0
65266	DB00178|DB00194	DB00194	DB00178	training	training	training	0
65267	DB00194|DB11365	DB00194	DB11365	training	test	test	1
65268	DB00177|DB00194	DB00194	DB00177	training	training	training	0
65269	DB00194|DB00577	DB00194	DB00577	training	training	training	0
65270	DB00194|DB01137	DB00194	DB01137	training	training	training	0
65271	DB00194|DB00230	DB00194	DB00230	training	training	training	0
65272	DB00194|DB13919	DB00194	DB13919	training	training	training	0
65273	DB00194|DB15955	DB00194	DB15955	training	training	training	0
65274	DB00316|DB00570	DB00570	DB00316	test	training	test	1
65275	DB00570|DB00787	DB00570	DB00787	test	training	test	1
65276	DB00437|DB00570	DB00570	DB00437	test	training	test	1
65277	DB00404|DB00570	DB00570	DB00404	test	training	test	1
65278	DB00570|DB00945	DB00570	DB00945	test	test	test	2
65279	DB00290|DB00570	DB00570	DB00290	test	training	test	1
65280	DB00291|DB00570	DB00570	DB00291	test	training	test	1
65281	DB00515|DB00570	DB00570	DB00515	test	training	test	1
65282	DB00091|DB00570	DB00570	DB00091	test	test	test	2
65283	DB00570|DB00987	DB00570	DB00987	test	training	test	1
65284	DB00570|DB00851	DB00570	DB00851	test	training	test	1
65285	DB00570|DB01234	DB00570	DB01234	test	training	test	1
65286	DB00570|DB01075	DB00570	DB01075	test	training	test	1
65287	DB00570|DB01184	DB00570	DB01184	test	test	test	2
65288	DB00570|DB00997	DB00570	DB00997	test	training	test	1
65289	DB00570|DB01196	DB00570	DB01196	test	validation	test	1
65290	DB00570|DB00773	DB00570	DB00773	test	training	test	1
65291	DB00570|DB00813	DB00570	DB00813	test	validation	test	1
65292	DB00196|DB00570	DB00570	DB00196	test	training	test	1
65293	DB00544|DB00570	DB00570	DB00544	test	training	test	1
65294	DB00570|DB00695	DB00570	DB00695	test	validation	test	1
65295	DB00570|DB00956	DB00570	DB00956	test	training	test	1
65296	DB00570|DB00741	DB00570	DB00741	test	validation	test	1
65297	DB00570|DB01050	DB00570	DB01050	test	training	test	1
65298	DB00570|DB01181	DB00570	DB01181	test	training	test	1
65299	DB00034|DB00570	DB00570	DB00034	test	training	test	1
65300	DB00105|DB00570	DB00570	DB00105	test	training	test	1
65301	DB00570|DB01026	DB00570	DB01026	test	training	test	1
65302	DB00186|DB00570	DB00570	DB00186	test	training	test	1
65303	DB00570|DB00888	DB00570	DB00888	test	training	test	1
65304	DB00570|DB01042	DB00570	DB01042	test	training	test	1
65305	DB00563|DB00570	DB00570	DB00563	test	test	test	2
65306	DB00570|DB00959	DB00570	DB00959	test	training	test	1
65307	DB00264|DB00570	DB00570	DB00264	test	training	test	1
65308	DB00295|DB00570	DB00570	DB00295	test	training	test	1
65309	DB00570|DB00788	DB00570	DB00788	test	test	test	2
65310	DB00338|DB00570	DB00570	DB00338	test	training	test	1
65311	DB00497|DB00570	DB00570	DB00497	test	training	test	1
65312	DB00570|DB00860	DB00570	DB00860	test	training	test	1
65313	DB00570|DB00635	DB00570	DB00635	test	test	test	2
65314	DB00570|DB01168	DB00570	DB01168	test	test	test	2
65315	DB00433|DB00570	DB00570	DB00433	test	test	test	2
65316	DB00570|DB01069	DB00570	DB01069	test	training	test	1
65317	DB00570|DB00863	DB00570	DB00863	test	training	test	1
65318	DB00541|DB00570	DB00570	DB00541	test	training	test	1
65319	DB00309|DB00570	DB00570	DB00309	test	training	test	1
65320	DB00570|DB00682	DB00570	DB00682	test	training	test	1
65321	DB00441|DB00570	DB00570	DB00441	test	training	test	1
65322	DB00448|DB00570	DB00570	DB00448	test	validation	test	1
65323	DB00570|DB00612	DB00570	DB00612	test	training	test	1
65324	DB00570|DB13679	DB00570	DB13679	test	training	test	1
65325	DB00570|DB01073	DB00570	DB01073	test	validation	test	1
65326	DB00570|DB00996	DB00570	DB00996	test	training	test	1
65327	DB00570|DB00904	DB00570	DB00904	test	training	test	1
65328	DB00570|DB00889	DB00570	DB00889	test	validation	test	1
65329	DB00570|DB01606	DB00570	DB01606	test	training	test	1
65330	DB00570|DB00853	DB00570	DB00853	test	training	test	1
65331	DB00361|DB00570	DB00570	DB00361	test	test	test	2
65332	DB00425|DB00570	DB00570	DB00425	test	training	test	1
65333	DB00570|DB00958	DB00570	DB00958	test	test	test	2
65334	DB00213|DB00570	DB00570	DB00213	test	training	test	1
65335	DB00242|DB00570	DB00570	DB00242	test	test	test	2
65336	DB00570|DB00762	DB00570	DB00762	test	validation	test	1
65337	DB00570|DB01229	DB00570	DB01229	test	training	test	1
65338	DB00570|DB01225	DB00570	DB01225	test	training	test	1
65339	DB00570|DB00709	DB00570	DB00709	test	training	test	1
65340	DB00041|DB00570	DB00570	DB00041	test	training	test	1
65341	DB00377|DB00570	DB00570	DB00377	test	test	test	2
65342	DB00570|DB00577	DB00570	DB00577	test	training	test	1
65343	DB00570|DB11089	DB00570	DB11089	test	training	test	1
65344	DB00503|DB00570	DB00570	DB00503	test	validation	test	1
65345	DB00570|DB14126	DB00570	DB14126	test	training	test	1
65346	DB00073|DB00570	DB00570	DB00073	test	training	test	1
65347	DB00482|DB00570	DB00570	DB00482	test	training	test	1
65348	DB00230|DB00570	DB00570	DB00230	test	training	test	1
65349	DB00570|DB01601	DB00570	DB01601	test	training	test	1
65350	DB00072|DB00570	DB00570	DB00072	test	training	test	1
65351	DB00112|DB00570	DB00570	DB00112	test	training	test	1
65352	DB00570|DB00879	DB00570	DB00879	test	training	test	1
65353	DB00570|DB00736	DB00570	DB00736	test	test	test	2
65354	DB00012|DB00570	DB00570	DB00012	test	training	test	1
65355	DB00300|DB00570	DB00570	DB00300	test	training	test	1
65356	DB00019|DB00570	DB00570	DB00019	test	validation	test	1
65357	DB00570|DB00673	DB00570	DB00673	test	test	test	2
65358	DB00570|DB01264	DB00570	DB01264	test	training	test	1
65359	DB00570|DB08870	DB00570	DB08870	test	training	test	1
65360	DB00541|DB01193	DB00541	DB01193	training	training	training	0
65361	DB00316|DB00541	DB00541	DB00316	training	training	training	0
65362	DB00541|DB00819	DB00541	DB00819	training	training	training	0
65363	DB00541|DB06151	DB00541	DB06151	training	training	training	0
65364	DB00541|DB00787	DB00541	DB00787	training	training	training	0
65365	DB00541|DB01001	DB00541	DB01001	training	test	test	1
65366	DB00437|DB00541	DB00541	DB00437	training	training	training	0
65367	DB00404|DB00541	DB00541	DB00404	training	training	training	0
65368	DB00479|DB00541	DB00541	DB00479	training	test	test	1
65369	DB00541|DB00594	DB00541	DB00594	training	test	test	1
65370	DB00541|DB01118	DB00541	DB01118	training	test	test	1
65371	DB00321|DB00541	DB00541	DB00321	training	validation	validation	1
65372	DB00126|DB00541	DB00541	DB00126	training	training	training	0
65373	DB00023|DB00541	DB00541	DB00023	training	validation	validation	1
65374	DB00541|DB00945	DB00541	DB00945	training	test	test	1
65375	DB00335|DB00541	DB00541	DB00335	training	training	training	0
65376	DB00541|DB00572	DB00541	DB00572	training	test	test	1
65377	DB00541|DB00928	DB00541	DB00928	training	training	training	0
65378	DB00541|DB00993	DB00541	DB00993	training	training	training	0
65379	DB00181|DB00541	DB00541	DB00181	training	training	training	0
65380	DB00436|DB00541	DB00541	DB00436	training	training	training	0
65381	DB00541|DB09084	DB00541	DB09084	training	training	training	0
65382	DB00443|DB00541	DB00541	DB00443	training	training	training	0
65383	DB00541|DB09020	DB00541	DB09020	training	training	training	0
65384	DB00290|DB00541	DB00541	DB00290	training	training	training	0
65385	DB00541|DB01558	DB00541	DB01558	training	training	training	0
65386	DB00541|DB00887	DB00541	DB00887	training	training	training	0
65387	DB00541|DB00921	DB00541	DB00921	training	training	training	0
65388	DB00541|DB01008	DB00541	DB01008	training	validation	validation	1
65389	DB00136|DB00541	DB00541	DB00136	training	training	training	0
65390	DB00541|DB01373	DB00541	DB01373	training	training	training	0
65391	DB00541|DB06724	DB00541	DB06724	training	test	test	1
65392	DB00541|DB11126	DB00541	DB11126	training	training	training	0
65393	DB00541|DB01197	DB00541	DB01197	training	training	training	0
65394	DB00541|DB00564	DB00541	DB00564	training	training	training	0
65395	DB00541|DB09012	DB00541	DB09012	training	training	training	0
65396	DB00541|DB04339	DB00541	DB04339	training	training	training	0
65397	DB00395|DB00541	DB00541	DB00395	training	training	training	0
65398	DB00262|DB00541	DB00541	DB00262	training	training	training	0
65399	DB00541|DB01327	DB00541	DB01327	training	test	test	1
65400	DB00493|DB00541	DB00541	DB00493	training	training	training	0
65401	DB00541|DB01212	DB00541	DB01212	training	training	training	0
65402	DB00541|DB01112	DB00541	DB01112	training	training	training	0
65403	DB00291|DB00541	DB00541	DB00291	training	training	training	0
65404	DB00541|DB00878	DB00541	DB00878	training	training	training	0
65405	DB00541|DB01114	DB00541	DB01114	training	test	test	1
65406	DB00477|DB00541	DB00541	DB00477	training	training	training	0
65407	DB00310|DB00541	DB00541	DB00310	training	training	training	0
65408	DB00541|DB01597	DB00541	DB01597	training	training	training	0
65409	DB00501|DB00541	DB00541	DB00501	training	test	test	1
65410	DB00537|DB00541	DB00541	DB00537	training	training	training	0
65411	DB00515|DB00541	DB00541	DB00515	training	training	training	0
65412	DB00215|DB00541	DB00541	DB00215	training	validation	validation	1
65413	DB00283|DB00541	DB00541	DB00283	training	training	training	0
65414	DB00541|DB01190	DB00541	DB01190	training	validation	validation	1
65415	DB00541|DB11750	DB00541	DB11750	training	validation	validation	1
65416	DB00541|DB01242	DB00541	DB01242	training	training	training	0
65417	DB00541|DB01068	DB00541	DB01068	training	training	training	0
65418	DB00541|DB00575	DB00541	DB00575	training	training	training	0
65419	DB00257|DB00541	DB00541	DB00257	training	training	training	0
65420	DB00363|DB00541	DB00541	DB00363	training	training	training	0
65421	DB00541|DB01394	DB00541	DB01394	training	training	training	0
65422	DB00541|DB14681	DB00541	DB14681	training	training	training	0
65423	DB00541|DB01176	DB00541	DB01176	training	test	test	1
65424	DB00091|DB00541	DB00541	DB00091	training	test	test	1
65425	DB00434|DB00541	DB00541	DB00434	training	training	training	0
65426	DB00541|DB00987	DB00541	DB00987	training	training	training	0
65427	DB00541|DB00851	DB00541	DB00851	training	training	training	0
65428	DB00541|DB00970	DB00541	DB00970	training	test	test	1
65429	DB00541|DB01406	DB00541	DB01406	training	test	test	1
65430	DB00250|DB00541	DB00541	DB00250	training	test	test	1
65431	DB00541|DB00694	DB00541	DB00694	training	training	training	0
65432	DB00541|DB01234	DB00541	DB01234	training	training	training	0
65433	DB00541|DB00829	DB00541	DB00829	training	training	training	0
65434	DB00541|DB00586	DB00541	DB00586	training	training	training	0
65435	DB00541|DB00900	DB00541	DB00900	training	training	training	0
65436	DB00541|DB01396	DB00541	DB01396	training	test	test	1
65437	DB00390|DB00541	DB00541	DB00390	training	training	training	0
65438	DB00327|DB00541	DB00541	DB00327	training	validation	validation	1
65439	DB00343|DB00541	DB00541	DB00343	training	test	test	1
65440	DB00541|DB08801	DB00541	DB08801	training	training	training	0
65441	DB00541|DB01075	DB00541	DB01075	training	training	training	0
65442	DB00541|DB04817	DB00541	DB04817	training	training	training	0
65443	DB00541|DB01184	DB00541	DB01184	training	test	test	1
65444	DB00541|DB00988	DB00541	DB00988	training	validation	validation	1
65445	DB00541|DB00997	DB00541	DB00997	training	training	training	0
65446	DB00541|DB00584	DB00541	DB00584	training	training	training	0
65447	DB00541|DB00668	DB00541	DB00668	training	training	training	0
65448	DB00445|DB00541	DB00541	DB00445	training	training	training	0
65449	DB00199|DB00541	DB00541	DB00199	training	training	training	0
65450	DB00541|DB00783	DB00541	DB00783	training	test	test	1
65451	DB00286|DB00541	DB00541	DB00286	training	training	training	0
65452	DB00330|DB00541	DB00541	DB00330	training	training	training	0
65453	DB00541|DB00977	DB00541	DB00977	training	test	test	1
65454	DB00541|DB00773	DB00541	DB00773	training	training	training	0
65455	DB00541|DB00927	DB00541	DB00927	training	test	test	1
65456	DB00541|DB00813	DB00541	DB00813	training	validation	validation	1
65457	DB00196|DB00541	DB00541	DB00196	training	training	training	0
65458	DB00541|DB00687	DB00541	DB00687	training	validation	validation	1
65459	DB00541|DB00544	DB00541	DB00544	training	training	training	0
65460	DB00472|DB00541	DB00541	DB00472	training	test	test	1
